filename,class
750e3e75_nohash_0.wav,yes
9db2bfe9_nohash_0.wav,yes
b9515bf3_nohash_4.wav,yes
ceef6d96_nohash_1.wav,yes
dca2797e_nohash_0.wav,yes
3df9a3d4_nohash_0.wav,yes
8931f494_nohash_1.wav,yes
84d1e469_nohash_1.wav,yes
ffb86d3c_nohash_0.wav,yes
578d3efb_nohash_2.wav,yes
3bc21161_nohash_1.wav,yes
1626bc5a_nohash_0.wav,yes
29dce108_nohash_0.wav,yes
cdfbbe75_nohash_0.wav,yes
8ca3b1db_nohash_0.wav,yes
017c4098_nohash_1.wav,yes
ac9dee0e_nohash_1.wav,yes
da584bc0_nohash_0.wav,yes
8601f33b_nohash_0.wav,yes
90e72357_nohash_0.wav,yes
cce7416f_nohash_10.wav,yes
da4ef063_nohash_0.wav,yes
f618568f_nohash_1.wav,yes
d312f481_nohash_0.wav,yes
616420be_nohash_1.wav,yes
85851131_nohash_0.wav,yes
3d794813_nohash_3.wav,yes
3d9bbe2d_nohash_3.wav,yes
211b928a_nohash_1.wav,yes
a5d1becc_nohash_4.wav,yes
30137d34_nohash_1.wav,yes
34d5aa5a_nohash_1.wav,yes
d0fb9ff4_nohash_0.wav,yes
b25b6065_nohash_0.wav,yes
421ed23f_nohash_0.wav,yes
5c39594f_nohash_3.wav,yes
31f01a8d_nohash_0.wav,yes
122c5aa7_nohash_2.wav,yes
d78858d9_nohash_2.wav,yes
92a9c5e6_nohash_3.wav,yes
5c39594f_nohash_1.wav,yes
24cab2cb_nohash_0.wav,yes
1093c8e7_nohash_0.wav,yes
b4ea0d9a_nohash_2.wav,yes
8b25410a_nohash_1.wav,yes
5188de0d_nohash_0.wav,yes
ddedba85_nohash_13.wav,yes
a6f2fd71_nohash_0.wav,yes
0a9f9af7_nohash_0.wav,yes
42f81601_nohash_0.wav,yes
d1bf406b_nohash_0.wav,yes
69a1a79f_nohash_3.wav,yes
d9d6559e_nohash_0.wav,yes
b089169d_nohash_0.wav,yes
e49428d9_nohash_2.wav,yes
695c2127_nohash_1.wav,yes
fbe51750_nohash_0.wav,yes
0f3f64d5_nohash_0.wav,yes
4c13fe25_nohash_0.wav,yes
bc065a17_nohash_0.wav,yes
8a28231e_nohash_2.wav,yes
f33660af_nohash_0.wav,yes
b737ee80_nohash_1.wav,yes
408de0a4_nohash_0.wav,yes
1b4c9b89_nohash_1.wav,yes
00970ce1_nohash_0.wav,yes
0f3f64d5_nohash_1.wav,yes
f2898d06_nohash_0.wav,yes
c98bbbd3_nohash_1.wav,yes
8d9cc260_nohash_1.wav,yes
2ba8c7a4_nohash_0.wav,yes
6c0f6493_nohash_3.wav,yes
f9643d42_nohash_2.wav,yes
91b03183_nohash_0.wav,yes
c41d9052_nohash_0.wav,yes
1746d7b6_nohash_1.wav,yes
890cc926_nohash_0.wav,yes
c50f55b8_nohash_16.wav,yes
ca4912b6_nohash_4.wav,yes
e7ea8b76_nohash_3.wav,yes
de89e2ca_nohash_4.wav,yes
4c6167ca_nohash_5.wav,yes
c634a189_nohash_0.wav,yes
bcf614a2_nohash_2.wav,yes
39833acb_nohash_1.wav,yes
01d22d03_nohash_1.wav,yes
9db2bfe9_nohash_2.wav,yes
8012c69d_nohash_2.wav,yes
90e72357_nohash_3.wav,yes
7b2e879e_nohash_0.wav,yes
0c2d2ffa_nohash_0.wav,yes
4cee0c60_nohash_1.wav,yes
1e9e6bdd_nohash_2.wav,yes
079dfce3_nohash_0.wav,yes
8fe67225_nohash_3.wav,yes
dca2797e_nohash_4.wav,yes
b308773d_nohash_1.wav,yes
03431e13_nohash_0.wav,yes
35c29afe_nohash_0.wav,yes
de89e2ca_nohash_1.wav,yes
cb2929ce_nohash_2.wav,yes
c9b653a0_nohash_2.wav,yes
f1d8a638_nohash_0.wav,yes
30276d03_nohash_4.wav,yes
9c06a3f3_nohash_2.wav,yes
0cb74144_nohash_3.wav,yes
cae62f38_nohash_0.wav,yes
97ae8b25_nohash_1.wav,yes
5f5eef60_nohash_2.wav,yes
c50f55b8_nohash_8.wav,yes
2c6446f7_nohash_1.wav,yes
24a3e589_nohash_0.wav,yes
efab2cbd_nohash_0.wav,yes
21832144_nohash_2.wav,yes
f035e2ea_nohash_4.wav,yes
7799c9cd_nohash_0.wav,yes
5f9cd2eb_nohash_1.wav,yes
5ff3f9a1_nohash_1.wav,yes
5f5eef60_nohash_1.wav,yes
e1469561_nohash_4.wav,yes
42a99aec_nohash_4.wav,yes
4c6167ca_nohash_0.wav,yes
f5e44d34_nohash_1.wav,yes
d31d8dd7_nohash_0.wav,yes
0474c92a_nohash_0.wav,yes
25132942_nohash_3.wav,yes
8a28231e_nohash_0.wav,yes
3e3fa7fd_nohash_0.wav,yes
9e2ce5e3_nohash_0.wav,yes
d3831f6a_nohash_3.wav,yes
86478fab_nohash_0.wav,yes
f798ac78_nohash_2.wav,yes
5769c5ab_nohash_2.wav,yes
0f7205ef_nohash_0.wav,yes
3291330e_nohash_2.wav,yes
f2e59fea_nohash_3.wav,yes
dfdabe19_nohash_0.wav,yes
53578f4e_nohash_0.wav,yes
f264e0df_nohash_0.wav,yes
340c8b10_nohash_0.wav,yes
85c60942_nohash_0.wav,yes
a55105d0_nohash_1.wav,yes
5fe4a278_nohash_1.wav,yes
eee5e541_nohash_0.wav,yes
742d6431_nohash_1.wav,yes
92e17cc4_nohash_1.wav,yes
5677ec77_nohash_0.wav,yes
616420be_nohash_2.wav,yes
7303215d_nohash_0.wav,yes
63f7a489_nohash_4.wav,yes
cce7416f_nohash_5.wav,yes
b5935410_nohash_0.wav,yes
626e323f_nohash_0.wav,yes
70a00e98_nohash_3.wav,yes
144d27ff_nohash_3.wav,yes
ccb1266b_nohash_0.wav,yes
9b402bc2_nohash_1.wav,yes
24befdb3_nohash_4.wav,yes
61abbf52_nohash_4.wav,yes
bdd22e4d_nohash_4.wav,yes
21832144_nohash_1.wav,yes
c25a032b_nohash_1.wav,yes
cb164eea_nohash_0.wav,yes
ec9b830b_nohash_0.wav,yes
1657c9fa_nohash_0.wav,yes
0ba018fc_nohash_4.wav,yes
619b5164_nohash_0.wav,yes
113b3fbc_nohash_4.wav,yes
106a6183_nohash_3.wav,yes
8f811bbc_nohash_1.wav,yes
1dc86f91_nohash_2.wav,yes
2a89ad5c_nohash_1.wav,yes
5769c5ab_nohash_0.wav,yes
151bfb79_nohash_1.wav,yes
5e3dde6b_nohash_3.wav,yes
ae04cdbe_nohash_0.wav,yes
6a27a9bf_nohash_1.wav,yes
856eb138_nohash_2.wav,yes
b0bad4a9_nohash_1.wav,yes
4995d875_nohash_0.wav,yes
195c120a_nohash_2.wav,yes
bbd0bbd0_nohash_0.wav,yes
4c6167ca_nohash_1.wav,yes
f736ab63_nohash_2.wav,yes
0b7ee1a0_nohash_2.wav,yes
69a1a79f_nohash_0.wav,yes
274c008f_nohash_0.wav,yes
0ba018fc_nohash_2.wav,yes
e91d173e_nohash_0.wav,yes
ca4d5368_nohash_5.wav,yes
3fdafe25_nohash_0.wav,yes
b00dff7e_nohash_0.wav,yes
6969e51a_nohash_0.wav,yes
b528edb3_nohash_1.wav,yes
9448c397_nohash_3.wav,yes
8a90cf67_nohash_1.wav,yes
ec201020_nohash_4.wav,yes
c103a2d5_nohash_1.wav,yes
96cd0255_nohash_0.wav,yes
fac74f6a_nohash_1.wav,yes
bab36420_nohash_2.wav,yes
66aa0f29_nohash_0.wav,yes
c7dc7278_nohash_0.wav,yes
8dc18a75_nohash_0.wav,yes
31f01a8d_nohash_4.wav,yes
aa109cfb_nohash_0.wav,yes
db43cd03_nohash_0.wav,yes
676f8138_nohash_4.wav,yes
c50f55b8_nohash_12.wav,yes
b5eb4f9b_nohash_0.wav,yes
eb3f7d82_nohash_0.wav,yes
b69002d4_nohash_3.wav,yes
b63fea9e_nohash_0.wav,yes
6727b579_nohash_2.wav,yes
4b25f620_nohash_1.wav,yes
bbc30633_nohash_1.wav,yes
b5552931_nohash_1.wav,yes
195c120a_nohash_3.wav,yes
ca4d5368_nohash_4.wav,yes
24632875_nohash_2.wav,yes
472b8045_nohash_4.wav,yes
f5496439_nohash_0.wav,yes
2296b1af_nohash_2.wav,yes
28ce0c58_nohash_4.wav,yes
61abbf52_nohash_0.wav,yes
784e281a_nohash_1.wav,yes
f34e6f44_nohash_0.wav,yes
06f6c194_nohash_2.wav,yes
ca58a8c6_nohash_2.wav,yes
fce65496_nohash_0.wav,yes
d069e6ff_nohash_0.wav,yes
dea820ce_nohash_0.wav,yes
b5cf6ea8_nohash_2.wav,yes
dc75148d_nohash_0.wav,yes
878befa7_nohash_1.wav,yes
7c83c5f6_nohash_0.wav,yes
645ed69d_nohash_3.wav,yes
4634529e_nohash_1.wav,yes
b7a0754f_nohash_3.wav,yes
55d3725a_nohash_1.wav,yes
a2cc5444_nohash_2.wav,yes
f568162b_nohash_2.wav,yes
d7559b2d_nohash_0.wav,yes
a1cf7fd8_nohash_1.wav,yes
a5b24175_nohash_1.wav,yes
016e2c6d_nohash_0.wav,yes
2a1f4853_nohash_1.wav,yes
cd671b5f_nohash_1.wav,yes
78622c2b_nohash_1.wav,yes
256c0a05_nohash_4.wav,yes
39999a0f_nohash_0.wav,yes
da27460c_nohash_1.wav,yes
2bd2cad5_nohash_0.wav,yes
bd76a7fd_nohash_6.wav,yes
106a6183_nohash_1.wav,yes
29fb33da_nohash_2.wav,yes
96c67073_nohash_0.wav,yes
0132a06d_nohash_2.wav,yes
004ae714_nohash_1.wav,yes
e0c782d5_nohash_3.wav,yes
0ea9c8ce_nohash_4.wav,yes
d3a18257_nohash_0.wav,yes
b49caed3_nohash_3.wav,yes
890cc926_nohash_3.wav,yes
2fee065a_nohash_3.wav,yes
70a00e98_nohash_1.wav,yes
d952a17e_nohash_2.wav,yes
3bfd30e6_nohash_2.wav,yes
ec21c46b_nohash_1.wav,yes
578d3efb_nohash_1.wav,yes
499be02e_nohash_2.wav,yes
af7a8296_nohash_1.wav,yes
3b195250_nohash_1.wav,yes
9fa86a74_nohash_0.wav,yes
8769c34c_nohash_4.wav,yes
645ed69d_nohash_4.wav,yes
5769c5ab_nohash_1.wav,yes
e4b02540_nohash_0.wav,yes
1b88bf70_nohash_1.wav,yes
6969e51a_nohash_1.wav,yes
b66f4f93_nohash_7.wav,yes
d0faf7e4_nohash_5.wav,yes
890e4ee2_nohash_0.wav,yes
8a90cf67_nohash_2.wav,yes
07c5129e_nohash_0.wav,yes
b308773d_nohash_2.wav,yes
25e95412_nohash_1.wav,yes
62641b88_nohash_0.wav,yes
c2df23b2_nohash_0.wav,yes
af6fbbf5_nohash_1.wav,yes
8a90cf67_nohash_0.wav,yes
172dc2b0_nohash_0.wav,yes
3e549219_nohash_1.wav,yes
45692b02_nohash_4.wav,yes
bdee441c_nohash_2.wav,yes
87d5e978_nohash_2.wav,yes
98ea0818_nohash_6.wav,yes
821b64cc_nohash_0.wav,yes
f3cee168_nohash_0.wav,yes
7cb5c0b7_nohash_1.wav,yes
b5aacf2c_nohash_0.wav,yes
c08e5058_nohash_0.wav,yes
246d2c7f_nohash_0.wav,yes
dc2222d7_nohash_2.wav,yes
559bc36a_nohash_3.wav,yes
b49caed3_nohash_4.wav,yes
c86d4fd4_nohash_0.wav,yes
b41a92a3_nohash_0.wav,yes
dcc012ec_nohash_0.wav,yes
c50f55b8_nohash_15.wav,yes
c93d5e22_nohash_0.wav,yes
1c1060b1_nohash_1.wav,yes
508e30ee_nohash_4.wav,yes
9aa21fa9_nohash_4.wav,yes
ef77b778_nohash_2.wav,yes
7c83c5f6_nohash_2.wav,yes
c22ebf46_nohash_1.wav,yes
00f0204f_nohash_2.wav,yes
fb7c9b3b_nohash_0.wav,yes
611d2b50_nohash_1.wav,yes
d98dd124_nohash_1.wav,yes
1aeef15e_nohash_1.wav,yes
2a89ad5c_nohash_0.wav,yes
de89e2ca_nohash_7.wav,yes
712e4d58_nohash_4.wav,yes
91bed2e0_nohash_0.wav,yes
61bcb275_nohash_1.wav,yes
bb05582b_nohash_3.wav,yes
4249c833_nohash_1.wav,yes
0bac8a71_nohash_0.wav,yes
0e6e36c9_nohash_0.wav,yes
4d0d9906_nohash_0.wav,yes
3108acca_nohash_3.wav,yes
ec545975_nohash_0.wav,yes
31d68957_nohash_0.wav,yes
c256377f_nohash_0.wav,yes
de89e2ca_nohash_2.wav,yes
81332c92_nohash_2.wav,yes
679463fc_nohash_2.wav,yes
01648c51_nohash_1.wav,yes
434a267c_nohash_0.wav,yes
f5733968_nohash_3.wav,yes
dea820ce_nohash_3.wav,yes
493392c6_nohash_0.wav,yes
e71b4ce6_nohash_0.wav,yes
5cf1ecce_nohash_0.wav,yes
c50f55b8_nohash_4.wav,yes
3c1e12cf_nohash_0.wav,yes
439c84f4_nohash_0.wav,yes
ccca5655_nohash_4.wav,yes
eeaf97c3_nohash_4.wav,yes
fa57ab3b_nohash_1.wav,yes
47565088_nohash_0.wav,yes
88f8a99c_nohash_0.wav,yes
e5e54cee_nohash_1.wav,yes
7e7ca854_nohash_4.wav,yes
c22d3f18_nohash_2.wav,yes
d0faf7e4_nohash_0.wav,yes
953fe1ad_nohash_0.wav,yes
cc6ee39b_nohash_4.wav,yes
c79159aa_nohash_4.wav,yes
0a196374_nohash_3.wav,yes
e7bcee8a_nohash_3.wav,yes
15dd287d_nohash_1.wav,yes
dca2797e_nohash_1.wav,yes
3565ca83_nohash_0.wav,yes
07089da9_nohash_1.wav,yes
55d3725a_nohash_0.wav,yes
a8e25ebb_nohash_0.wav,yes
2296b1af_nohash_1.wav,yes
43691f67_nohash_1.wav,yes
0ea9c8ce_nohash_3.wav,yes
7be9f58a_nohash_0.wav,yes
92a9c5e6_nohash_0.wav,yes
324210dd_nohash_4.wav,yes
6ef407da_nohash_0.wav,yes
f575faf3_nohash_0.wav,yes
31fd5cf5_nohash_0.wav,yes
6ef407da_nohash_1.wav,yes
2a1f4853_nohash_3.wav,yes
067f61e2_nohash_2.wav,yes
525eaa62_nohash_0.wav,yes
1ffd513b_nohash_0.wav,yes
3cc595de_nohash_0.wav,yes
bbd0bbd0_nohash_4.wav,yes
aff582a1_nohash_0.wav,yes
5b09db89_nohash_0.wav,yes
c120e80e_nohash_8.wav,yes
a7dd45cf_nohash_0.wav,yes
fc3ba625_nohash_3.wav,yes
c137814b_nohash_0.wav,yes
4ca37738_nohash_0.wav,yes
9a7c1f83_nohash_1.wav,yes
235b444f_nohash_2.wav,yes
53d5b86f_nohash_1.wav,yes
29229c21_nohash_3.wav,yes
c351e611_nohash_2.wav,yes
6fca237d_nohash_1.wav,yes
7f9eb952_nohash_4.wav,yes
6ef407da_nohash_3.wav,yes
0ff728b5_nohash_2.wav,yes
ec21c46b_nohash_0.wav,yes
a2cc5444_nohash_3.wav,yes
3c257192_nohash_3.wav,yes
bde0f20a_nohash_3.wav,yes
893705bb_nohash_4.wav,yes
52162b51_nohash_1.wav,yes
ad89eb1e_nohash_0.wav,yes
964e8cfd_nohash_1.wav,yes
1ecfb537_nohash_0.wav,yes
89947bd7_nohash_0.wav,yes
f0ac2522_nohash_0.wav,yes
878befa7_nohash_0.wav,yes
234ab0fb_nohash_0.wav,yes
51995cea_nohash_0.wav,yes
38d78313_nohash_3.wav,yes
edc53350_nohash_0.wav,yes
c633a455_nohash_0.wav,yes
cfbedff9_nohash_3.wav,yes
f216055e_nohash_0.wav,yes
66041c69_nohash_0.wav,yes
ccb1266b_nohash_2.wav,yes
f9273a21_nohash_1.wav,yes
39833acb_nohash_2.wav,yes
a1e71565_nohash_1.wav,yes
e7ea8b76_nohash_4.wav,yes
265bd13a_nohash_1.wav,yes
ee202358_nohash_0.wav,yes
a56859ea_nohash_0.wav,yes
6414258b_nohash_0.wav,yes
44f68a83_nohash_0.wav,yes
02ade946_nohash_2.wav,yes
879a2b38_nohash_2.wav,yes
322d17d3_nohash_4.wav,yes
365908bd_nohash_4.wav,yes
bab36420_nohash_3.wav,yes
b9cccd01_nohash_0.wav,yes
05cf43ef_nohash_0.wav,yes
05b2db80_nohash_0.wav,yes
73124b26_nohash_2.wav,yes
ee1d8d49_nohash_0.wav,yes
333d7ddb_nohash_1.wav,yes
eb76bc68_nohash_0.wav,yes
d070ea86_nohash_0.wav,yes
db72a474_nohash_0.wav,yes
dae01802_nohash_4.wav,yes
3d794813_nohash_0.wav,yes
d8c314c0_nohash_0.wav,yes
735845ab_nohash_0.wav,yes
f816db77_nohash_0.wav,yes
1c84a139_nohash_0.wav,yes
5b09db89_nohash_2.wav,yes
573cdb8a_nohash_0.wav,yes
32ad5b65_nohash_3.wav,yes
435695e3_nohash_1.wav,yes
8b25410a_nohash_0.wav,yes
6f342826_nohash_0.wav,yes
fa44fcf5_nohash_3.wav,yes
616420be_nohash_3.wav,yes
9a76f8c3_nohash_2.wav,yes
8056e897_nohash_0.wav,yes
8a5acefd_nohash_0.wav,yes
890cc926_nohash_4.wav,yes
c0f8f4df_nohash_0.wav,yes
9d7036f9_nohash_1.wav,yes
b2e2773a_nohash_0.wav,yes
41474817_nohash_0.wav,yes
64e48f55_nohash_1.wav,yes
d84829e0_nohash_1.wav,yes
1b755c65_nohash_0.wav,yes
6c0f6493_nohash_2.wav,yes
8012c69d_nohash_1.wav,yes
1a5b9ca4_nohash_0.wav,yes
f9f9751d_nohash_1.wav,yes
9d050657_nohash_1.wav,yes
fac74f6a_nohash_2.wav,yes
38d78313_nohash_1.wav,yes
c9b5ff26_nohash_0.wav,yes
ffbb695d_nohash_1.wav,yes
8fe67225_nohash_2.wav,yes
4620dc14_nohash_0.wav,yes
b0f5b16d_nohash_2.wav,yes
5ebc1cda_nohash_4.wav,yes
c4e00ee9_nohash_1.wav,yes
cc6ee39b_nohash_3.wav,yes
3ffa3457_nohash_0.wav,yes
fbb56351_nohash_1.wav,yes
15f04ff8_nohash_1.wav,yes
4a1e736b_nohash_4.wav,yes
4e6902d0_nohash_3.wav,yes
e0c782d5_nohash_0.wav,yes
2fcb6397_nohash_1.wav,yes
9a7c1f83_nohash_0.wav,yes
e6327279_nohash_2.wav,yes
a5d1becc_nohash_2.wav,yes
0ab3b47d_nohash_0.wav,yes
72e382bd_nohash_0.wav,yes
6c9223bd_nohash_0.wav,yes
5ebc1cda_nohash_1.wav,yes
0943c746_nohash_0.wav,yes
cd671b5f_nohash_4.wav,yes
f34e6f44_nohash_3.wav,yes
65d81c54_nohash_0.wav,yes
2dc4f05d_nohash_0.wav,yes
a1e71565_nohash_4.wav,yes
14775481_nohash_2.wav,yes
50f55535_nohash_0.wav,yes
f84762e5_nohash_0.wav,yes
c79159aa_nohash_0.wav,yes
179a61b7_nohash_4.wav,yes
baf01c1f_nohash_0.wav,yes
96a48d28_nohash_1.wav,yes
cc3d1613_nohash_0.wav,yes
f736ab63_nohash_1.wav,yes
413997c1_nohash_1.wav,yes
11379f4d_nohash_0.wav,yes
413997c1_nohash_0.wav,yes
f864cd4a_nohash_0.wav,yes
042a8dde_nohash_3.wav,yes
3bfd30e6_nohash_0.wav,yes
6a497f80_nohash_0.wav,yes
61ab8fbc_nohash_2.wav,yes
ce0cb033_nohash_2.wav,yes
63f7a489_nohash_2.wav,yes
5ebc1cda_nohash_3.wav,yes
ace072ba_nohash_0.wav,yes
ec989d6d_nohash_1.wav,yes
dea820ce_nohash_4.wav,yes
8f811bbc_nohash_0.wav,yes
dabf67d9_nohash_0.wav,yes
a045368c_nohash_1.wav,yes
ab46af55_nohash_3.wav,yes
1b4c9b89_nohash_2.wav,yes
409c962a_nohash_0.wav,yes
2dcb6848_nohash_0.wav,yes
3f45a0cf_nohash_3.wav,yes
953fe1ad_nohash_3.wav,yes
c90c0105_nohash_0.wav,yes
0f46028a_nohash_1.wav,yes
01bb6a2a_nohash_1.wav,yes
f953e1af_nohash_0.wav,yes
51f7a034_nohash_2.wav,yes
079d1020_nohash_0.wav,yes
6301e683_nohash_0.wav,yes
3389305e_nohash_2.wav,yes
54d9ccb5_nohash_2.wav,yes
a55105d0_nohash_0.wav,yes
5828dfa2_nohash_0.wav,yes
471a0925_nohash_2.wav,yes
bd76a7fd_nohash_2.wav,yes
9be15e93_nohash_4.wav,yes
d952a17e_nohash_1.wav,yes
5fadb538_nohash_2.wav,yes
83c9e7e6_nohash_0.wav,yes
96c67073_nohash_1.wav,yes
82e7204d_nohash_0.wav,yes
1b627376_nohash_0.wav,yes
fb8c31a9_nohash_1.wav,yes
e1469561_nohash_1.wav,yes
de3fe344_nohash_1.wav,yes
d9b8fab2_nohash_0.wav,yes
ccca5655_nohash_3.wav,yes
c2d15ea5_nohash_1.wav,yes
fb7eb481_nohash_1.wav,yes
893705bb_nohash_2.wav,yes
a19452d5_nohash_0.wav,yes
30276d03_nohash_2.wav,yes
b2ae3928_nohash_3.wav,yes
41474817_nohash_1.wav,yes
6bf5baf3_nohash_2.wav,yes
5fc3ed24_nohash_0.wav,yes
4c3cddb8_nohash_3.wav,yes
9b8a7439_nohash_4.wav,yes
b9f46737_nohash_0.wav,yes
1df99a8a_nohash_0.wav,yes
b00c4c53_nohash_0.wav,yes
197f4153_nohash_1.wav,yes
dae01802_nohash_2.wav,yes
8b25410a_nohash_3.wav,yes
6ef407da_nohash_2.wav,yes
365531e2_nohash_1.wav,yes
6904f0cb_nohash_2.wav,yes
5a98d407_nohash_1.wav,yes
c4e00ee9_nohash_2.wav,yes
4c3cddb8_nohash_4.wav,yes
0f46028a_nohash_0.wav,yes
b487da60_nohash_0.wav,yes
22296dbe_nohash_3.wav,yes
9f869f70_nohash_1.wav,yes
ceaadb24_nohash_0.wav,yes
b29f8b23_nohash_2.wav,yes
db7c95b0_nohash_0.wav,yes
893705bb_nohash_1.wav,yes
8a744054_nohash_0.wav,yes
91b03183_nohash_3.wav,yes
b66f4f93_nohash_2.wav,yes
d1dd03ed_nohash_0.wav,yes
e7bcee8a_nohash_2.wav,yes
8769c34c_nohash_3.wav,yes
a489191a_nohash_4.wav,yes
9151f184_nohash_1.wav,yes
62ef962d_nohash_1.wav,yes
4c594e0f_nohash_0.wav,yes
